,event_id,event,event_region,event_start_date,event_end_date,prize_money,stage,match_id,game_id,game_duration
74,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384bf,61600551f8090ec745286eb1,438.0
75,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384bf,61600555f8090ec745286eb8,300.0
76,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384bf,61600559143c37878b2386ba,300.0
77,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384bf,6160055e143c37878b2386c1,333.0
78,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c0,,
79,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c1,61600a3f143c37878b2386eb,307.0
80,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c1,61600bd7f8090ec745286edb,300.0
81,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c1,61600d79143c37878b2386f2,300.0
82,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c2,61614eb3143c37878b2387d4,300.0
83,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c2,61614eb8143c37878b2387db,300.0
84,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c3,61614f7b143c37878b238805,427.0
85,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c3,61614f7ff8090ec7452870a3,300.0
86,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c3,61614f83f8090ec7452870aa,300.0
87,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c4,61615053143c37878b23884b,300.0
88,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c4,61615057f8090ec7452870f0,300.0
89,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c4,6161505bf8090ec7452870f7,300.0
90,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c4,6161505e143c37878b238852,300.0
91,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c5,616150fdf8090ec745287128,300.0
92,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c5,6161510bf8090ec74528712f,326.0
93,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c6,61615187143c37878b238898,300.0
94,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c6,6161518cf8090ec74528713e,300.0
95,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c6,61615191f8090ec745287145,300.0
96,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c6,61615196f8090ec74528714c,300.0
97,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c7,61615072143c37878b238859,300.0
98,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c7,61615076f8090ec7452870fe,300.0
99,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c7,6161507bf8090ec745287105,300.0
100,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c8,61614f94f8090ec7452870b1,300.0
101,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c8,61614f98143c37878b23880c,300.0
102,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c8,61614f9d143c37878b238813,322.0
103,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c8,61614fa2f8090ec7452870b8,300.0
104,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c8,61614fa6f8090ec7452870bf,300.0
105,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c9,616011c7143c37878b2386f9,450.0
106,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c9,61601363f8090ec745286ee2,300.0
107,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad3d143c37878b2384c9,616016c8143c37878b238700,300.0
108,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384ca,61658c25f8090ec74528756f,300.0
109,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384ca,61658c2cf8090ec745287576,313.0
110,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384ca,61658c31143c37878b238c33,300.0
111,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384ca,61658c35143c37878b238c3a,300.0
112,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384cb,61658b7af8090ec74528754c,300.0
