,match_id,color,team_id,team_slug,team_name,team_region,core_shots,core_goals,core_saves,core_assists,core_score,score,winner
130,6159ad6b143c37878b2384ea,blue,6020c3a2f1e4807cc70312c5,https://octane.gg/teams/12c5-wazooo,WAZOOO,Oceania,36.0,9.0,21.0,7.0,4866.0,2.0,False
131,6159ad6b143c37878b2384ea,orange,616174e2143c37878b2388c9,https://octane.gg/teams/88c9-rust-eze,RUST-EZE,Oceania,35.0,8.0,22.0,6.0,4878.0,3.0,True
132,616060dff8090ec745286f62,blue,6020bc8ef1e4807cc700391a,https://octane.gg/teams/391a-ground-zero-gaming,GROUND ZERO GAMING,Oceania,28.0,12.0,10.0,7.0,3864.0,3.0,True
133,616060dff8090ec745286f62,orange,616174e2143c37878b2388c9,https://octane.gg/teams/88c9-rust-eze,RUST-EZE,Oceania,18.0,3.0,9.0,2.0,2083.0,0.0,False
134,616060dff8090ec745286f63,blue,6020bec4f1e4807cc70163fc,https://octane.gg/teams/63fc-r-ot-gaming,R!OT GAMING,Oceania,47.0,5.0,15.0,3.0,4332.0,2.0,False
135,616060dff8090ec745286f63,orange,615c068f143c37878b238569,https://octane.gg/teams/8569-the-grogans,THE GROGANS,Oceania,29.0,7.0,30.0,4.0,5339.0,3.0,True
136,616060dff8090ec745286f64,blue,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,33.0,8.0,7.0,6.0,3140.0,3.0,True
137,616060dff8090ec745286f64,orange,6020c717f1e4807cc70490d6,https://octane.gg/teams/90d6-1620-kings,1620 KINGS,Oceania,8.0,0.0,17.0,0.0,2246.0,0.0,False
138,616060dff8090ec745286f65,blue,60ceea8788116f536df972cc,https://octane.gg/teams/72cc-bandits-esc,BANDITS ESC,Oceania,28.0,6.0,17.0,6.0,3917.0,3.0,True
139,616060dff8090ec745286f65,orange,6167e10c143c37878b238ef7,https://octane.gg/teams/8ef7-fire-breathing-rubber-duckies,FIRE BREATHING RUBBER DUCKIES,Oceania,27.0,2.0,18.0,2.0,3361.0,0.0,False
140,616060dff8090ec745286f66,blue,6020bc8ef1e4807cc7003915,https://octane.gg/teams/3915-dire-wolves,DIRE WOLVES,Oceania,30.0,7.0,17.0,2.0,3596.0,3.0,True
141,616060dff8090ec745286f66,orange,604e562301d675f81a96aea6,https://octane.gg/teams/aea6-big-goose,BIG GOOSE,Oceania,26.0,4.0,19.0,3.0,3628.0,1.0,False
142,616060dff8090ec745286f67,blue,6162cac9143c37878b238ab1,https://octane.gg/teams/8ab1-team-bliss,TEAM BLISS,Oceania,36.0,9.0,31.0,6.0,5965.0,2.0,False
