,game_id,color,team_id,team_name,team_region,core_shots,core_goals,core_saves,core_assists,core_score,winner
170,6161505e143c37878b238852,blue,6020c1fbf1e4807cc7026852,VORT CENTRAL,Oceania,10,4,6,1,1386,True
171,6161505e143c37878b238852,orange,615580e2f8090ec745286b17,JOE,Oceania,10,2,5,2,1067,False
172,616150fdf8090ec745287128,blue,60ffd7dc9d3c410761e88c74,RANCID RATS REBORN,Oceania,13,4,3,3,1270,True
173,616150fdf8090ec745287128,orange,6091ad1bd50a7d046663343d,TEAM EROS,Oceania,7,2,7,1,1057,False
174,6161510bf8090ec74528712f,blue,60ffd7dc9d3c410761e88c74,RANCID RATS REBORN,Oceania,8,1,5,1,992,False
175,6161510bf8090ec74528712f,orange,6091ad1bd50a7d046663343d,TEAM EROS,Oceania,8,2,5,2,1199,True
176,61615187143c37878b238898,blue,6156d4db143c37878b238367,TRIDENT ESPORTS,Oceania,7,1,8,1,1113,False
177,61615187143c37878b238898,orange,604e562301d675f81a96aea6,BIG GOOSE,Oceania,12,3,6,2,1225,True
178,6161518cf8090ec74528713e,blue,6156d4db143c37878b238367,TRIDENT ESPORTS,Oceania,6,3,4,3,1235,False
179,6161518cf8090ec74528713e,orange,604e562301d675f81a96aea6,BIG GOOSE,Oceania,9,4,3,4,1250,True
180,61615191f8090ec745287145,blue,6156d4db143c37878b238367,TRIDENT ESPORTS,Oceania,7,3,3,1,1097,True
181,61615191f8090ec745287145,orange,604e562301d675f81a96aea6,BIG GOOSE,Oceania,6,2,3,2,1020,False
182,61615196f8090ec74528714c,blue,6156d4db143c37878b238367,TRIDENT ESPORTS,Oceania,5,0,7,0,942,False
183,61615196f8090ec74528714c,orange,604e562301d675f81a96aea6,BIG GOOSE,Oceania,15,3,3,3,1195,True
184,61615072143c37878b238859,blue,6020c1fbf1e4807cc7026852,VORT CENTRAL,Oceania,10,2,3,2,1064,True
185,61615072143c37878b238859,orange,615c068f143c37878b238569,THE GROGANS,Oceania,5,1,7,0,1020,False
186,61615076f8090ec7452870fe,blue,6020c1fbf1e4807cc7026852,VORT CENTRAL,Oceania,7,2,5,2,1116,True
187,61615076f8090ec7452870fe,orange,615c068f143c37878b238569,THE GROGANS,Oceania,5,0,5,0,844,False
188,6161507bf8090ec745287105,blue,6020c1fbf1e4807cc7026852,VORT CENTRAL,Oceania,5,1,4,1,926,True
189,6161507bf8090ec745287105,orange,615c068f143c37878b238569,THE GROGANS,Oceania,5,0,3,0,651,False
190,61614f94f8090ec7452870b1,blue,615ffec8143c37878b23868f,FORKIDDEN,Oceania,9,1,4,0,797,False
191,61614f94f8090ec7452870b1,orange,604e562301d675f81a96aea6,BIG GOOSE,Oceania,7,2,6,2,1197,True
192,61614f98143c37878b23880c,blue,615ffec8143c37878b23868f,FORKIDDEN,Oceania,13,3,1,3,1035,True
193,61614f98143c37878b23880c,orange,604e562301d675f81a96aea6,BIG GOOSE,Oceania,2,1,6,1,921,False
194,61614f9d143c37878b238813,blue,615ffec8143c37878b23868f,FORKIDDEN,Oceania,10,2,4,1,997,True
195,61614f9d143c37878b238813,orange,604e562301d675f81a96aea6,BIG GOOSE,Oceania,6,1,5,0,957,False
196,61614fa2f8090ec7452870b8,blue,615ffec8143c37878b23868f,FORKIDDEN,Oceania,6,3,6,1,1291,False
197,61614fa2f8090ec7452870b8,orange,604e562301d675f81a96aea6,BIG GOOSE,Oceania,11,4,2,4,1308,True
198,61614fa6f8090ec7452870bf,blue,615ffec8143c37878b23868f,FORKIDDEN,Oceania,9,2,0,2,818,True
199,61614fa6f8090ec7452870bf,orange,604e562301d675f81a96aea6,BIG GOOSE,Oceania,3,1,4,1,770,False
200,616011c7143c37878b2386f9,blue,60ffd7dc9d3c410761e88c74,RANCID RATS REBORN,Oceania,11,2,7,2,1349,True
201,616011c7143c37878b2386f9,orange,615332c4143c37878b237fa6,WILDCARD GAMING,Oceania,7,1,8,1,1316,False
202,61601363f8090ec745286ee2,blue,60ffd7dc9d3c410761e88c74,RANCID RATS REBORN,Oceania,7,3,5,3,1192,True
203,61601363f8090ec745286ee2,orange,615332c4143c37878b237fa6,WILDCARD GAMING,Oceania,8,2,2,2,894,False
204,616016c8143c37878b238700,blue,60ffd7dc9d3c410761e88c74,RANCID RATS REBORN,Oceania,10,2,7,2,1301,True
205,616016c8143c37878b238700,orange,615332c4143c37878b237fa6,WILDCARD GAMING,Oceania,8,1,3,1,855,False
206,61658c25f8090ec74528756f,blue,604e562301d675f81a96aea6,BIG GOOSE,Oceania,6,0,1,0,544,False
207,61658c25f8090ec74528756f,orange,6129f47987f814e9fb00020c,TISI,Oceania,3,2,4,2,978,True
208,61658c2cf8090ec745287576,blue,604e562301d675f81a96aea6,BIG GOOSE,Oceania,9,3,4,3,1137,True
209,61658c2cf8090ec745287576,orange,6129f47987f814e9fb00020c,TISI,Oceania,6,2,5,2,1070,False
210,61658c31143c37878b238c33,blue,604e562301d675f81a96aea6,BIG GOOSE,Oceania,9,1,6,1,1009,False
211,61658c31143c37878b238c33,orange,6129f47987f814e9fb00020c,TISI,Oceania,8,2,6,1,1215,True
212,61658c35143c37878b238c3a,blue,604e562301d675f81a96aea6,BIG GOOSE,Oceania,12,5,1,3,1234,True
213,61658c35143c37878b238c3a,orange,6129f47987f814e9fb00020c,TISI,Oceania,4,2,7,1,1060,False
214,61658b7af8090ec74528754c,blue,615332c4143c37878b237fa6,WILDCARD GAMING,Oceania,19,7,3,6,1830,True
215,61658b7af8090ec74528754c,orange,616174ed143c37878b2388ca,BOUGEE'S ANGELS,Oceania,3,0,8,0,960,False
216,61658b7f143c37878b238c10,blue,615332c4143c37878b237fa6,WILDCARD GAMING,Oceania,12,3,2,3,1064,True
217,61658b7f143c37878b238c10,orange,616174ed143c37878b2388ca,BOUGEE'S ANGELS,Oceania,5,2,7,2,1143,False
218,61658b83143c37878b238c17,blue,615332c4143c37878b237fa6,WILDCARD GAMING,Oceania,13,7,4,5,1804,True
219,61658b83143c37878b238c17,orange,616174ed143c37878b2388ca,BOUGEE'S ANGELS,Oceania,7,1,3,1,739,False
220,61658e65143c37878b238c88,blue,615580e2f8090ec745286b17,JOE,Oceania,13,6,2,5,1658,True
221,61658e65143c37878b238c88,orange,616174e2143c37878b2388c9,RUST-EZE,Oceania,5,2,5,2,1108,False
222,61658e6bf8090ec7452875df,blue,615580e2f8090ec745286b17,JOE,Oceania,9,3,5,3,1331,True
223,61658e6bf8090ec7452875df,orange,616174e2143c37878b2388c9,RUST-EZE,Oceania,7,2,3,1,965,False
